Frame,Timestamp (s),Voltage (V),Current (A),Power (W),Power Factor (%),Total (kWh),Oneshot (kWh),Total ($),Oneshot ($)
2125,70.86333333,121,0.093,3.68,0.305,0.04965,161,3,254
2126,70.89666667,121,0.099,3.68,0.325,38467,0.04965,161,0.03
2127,70.93,121,0.0934,3.68,9.325,0.04965,1.61,0.03,25205
2128,70.96333333,121,0.093,3.68,0.395,2.38467,0.04965,161,3
2129,70.99666667,121,0.093,3.68,0.325,2.38467,0.04965,342048,2082710713
2130,71.03,121,0.093,3.68,0.395,2.38467,0.04965,1.61,3
2131,71.06333333,121,0.0984,3.68,0.325,2.38467,0.04965,1.61,0.03
2132,71.09666667,121,0.093,3.68,0.325,2.38467,0.04965,3420848,2082710718
2134,71.16333333,121,0.093,3.68,0.325,2.38467,0.04965,161,3
2135,71.19666667,121,0.093,3.68,0.325,2.38467,0.04965,161,3
2136,71.23,121,0.093,3.68,0.325,86,2.38467,0.04965,1.61
2137,71.26333333,121,0.098,3.68,0.325,0.04965,161,903,25205
2138,71.29666667,120.9,0.0934,3.68,0.305,2.38467,0.04965,161,903
2139,71.33,120.9,0.0934,3.68,0.325,7.38467,0.0496,161,993
2140,71.36333333,120.9,0.093,3.68,0.395,2.38467,0.04965,161,0.03
2142,71.43,120.9,0.0934,3.68,0.325,2.38467,0.04965,161,3
2143,71.46333333,20.9,0.0934,3.68,0.325,2.38467,44,0.04965,161
2144,71.49666667,120.9,0.0934,3.68,0.395,2.3846,71,0.04965,161
2145,71.53,120.9,0.0934,3.68,0.325,2.3846,71,0.04965,161
2146,71.56333333,120.9,0.0934,3.68,0.395,0.04965,161,3,254.205
2147,71.59666667,120.9,0.099,3.68,0.395,2.38467,41,0.04965,161
2148,71.63,120.9,0.093,3.68,325,161,3,342048,2082710712
2149,71.66333333,120.9,0.0934,3.68,0.325,0.04965,161,903,25205
2150,71.69666667,120.9,0.093,3.68,0.305,2.384671,0.04965,1.61,993
2151,71.73,9,0.0934,3.68,0.325,2.38467,0.04965,161,3
2153,71.79666667,120.9,0.094,3.73,0.326,0.04965,161,903,250
2154,71.83,209,0.094,3.73,0.326,0.04965,1.61,0.03,25205
2155,71.86333333,2,0.0944,3.73,0.326,2.3846,71,0.04965,161
2156,71.89666667,120.9,0.0944,3.73,0.306,2.38467,0.04965,161,0.03
2157,71.93,120.9,0.094,3.73,0.326,86,2.38467,0.04965,1.61
2158,71.96333333,120.9,0.0944,3.73,0.396,0.04965,161,903,25205
2159,71.99666667,120.9,0.0944,3.73,0.326,2.38467,0.04965,1.61,0.03
2160,72.03,120.9,0.0944,3.73,0.326,0.04965,1.61,0.03,250205
2162,72.09666667,120.9,0.094,3.73,0.396,2.38467,0.04965,1.61,3
2163,72.13,20.9,0.094,3.73,396,2.38467,0.04965,161,3
2164,72.16333333,120.9,0.094,3.73,0.326,2.38467,0.04965,1.61,903
2165,72.19666667,8,0.094,3.73,0.326,0.04965,161,3,250
2167,72.26333333,20.9,0.0844,3.73,0.326,2.38467,0.04965,161,3
2182,72.76333333,121,0.0944,3.68,0.327,38467,0.04965,161,903
2184,72.83,21,0,3.68,0.399,7.38467,0.04965,1.61,3
2185,72.86333333,121,0,3.68,0.329,0.04965,1.61,0.03,250205
2187,72.93,121,0.094,3.68,0.393,0.04965,1.61,25205,3420148
2188,72.96333333,121,0.094,3.68,0.393,0.049651,161,3,250
2189,72.99666667,121,0.0944,3.68,0.323,2.38467,0.04965,1.61,93
2190,73.03,121,0,3.68,0.323,2.38467,0.04965,1.61,0.03
2191,73.06333333,121,0.0944,3.68,0.323,2.38467,0.04965,161,0.093
2192,73.09666667,121,0.0944,3.68,0.323,0.04965,161,3,25205
2193,73.13,127,0.094,3.68,0.323,2.38467,0.04965,1.61,0.03
2194,73.16333333,121,0.094,3.68,0.329,2.38467,0.04965,161,993
2195,73.19666667,121,0.094,3.68,10.323,250,205,342048,227
2196,73.23,121.9,0.094,3.68,0.329,2.384674,0.04965,161,3
2197,73.26333333,121,0.093,3.68,0.325,2.38467,0.04965,161,3
2198,73.29666667,121,0.093,3.68,0.325,0.04965,1.61,3,254205
2199,73.33,121,0.093,3.68,0.325,0.04965,1.61,3,254205
2200,73.36333333,121,0.093,3.68,0.325,7.38467,0.04965,1.61,0.03
2201,73.39666667,121,0.093,3.68,0.305,0.04965,1.61,9093,2542051
2203,73.46333333,121,0.098,3.68,0.325,2.38467,0.04965,3420,48
2204,73.49666667,121,0.093,3.68,0.325,0.04965,161,3,250
2205,73.53,121,0.093,3.68,0.325,0.04965,1.61,3,25205
2206,73.56333333,121,0.093,3.68,0.395,2.38467,0.04965,161,3
2207,73.59666667,121,0.0934,3.68,0.325,0.04965,161,0.03,25
2208,73.63,121,0.093,3.68,0.395,2.38467,0.04965,161,3
2209,73.66333333,121,0.093,3.68,0.395,2.38467,0.04965,161,3
2210,73.69666667,121,0.093,3.68,0.325,7.38467,0.04965,161,3
2211,73.73,121,0.093,3.68,0.325,0.04965,161,903,25205
2212,73.76333333,121,0.0934,3.68,0.396,0.04965,1.61,0.03,25.2
2213,73.79666667,121,0.0994,3.68,0.326,0.04965,1.61,0.03,250.205
2214,73.83,121,0.093,3.68,0.396,2.38467,0.04965,1.61,3
2215,73.86333333,121,0.0994,3.68,0.396,0.0496,1.61,3,2542015
2216,73.89666667,2,0.089,3.68,0.396,0.04965,161,3,254205
2218,73.96333333,21,0.093,3.68,0.396,2.38467,0.04965,161,903
2219,73.99666667,121,0.093,3.68,0.306,2.38467,0.04965,1.61,0.03
2220,74.03,121,0.093,3.68,0.396,0.04965,161,0.03,25
2221,74.06333333,121,0.093,3.68,0.306,0.04965,1.61,0.03,254205
2222,74.09666667,121,0.093,3.68,0.396,0.04965,1.61,0.03,25205
2223,74.13,21,0.0934,3.68,0.396,2.38467,0.04965,161,903
2225,74.19666667,121,0.093,3.68,0.326,2.38467,0.04965,1.61,3
2226,74.23,121,0.093,3.68,0.326,0.04965,161,3,25205
2227,74.26333333,120,0.093,3.71,0.396,86,238467,0.04965,161
2228,74.29666667,120.9,0.093,3.71,0.397,2.38467,0.04965,1.61,0.03
2230,74.36333333,2090,0.093,3.71,0.397,2.38468,0.04966,161,903
2231,74.39666667,120.9,0.093,3.71,0.327,2.38468,0.04966,1.61,0.03
2232,74.43166667,120.9,0.093,3.71,0.327,2.38468,0.04966,161,3
2233,74.465,120.9,0.093,3.71,0.327,2.38468,0.04966,161,3
2234,74.49833333,120.9,0.093,3.71,0.327,2.38468,0.04966,161,3
2235,74.53166667,120.9,0.093,3.71,327,2.38468,0.04966,161,903
2236,74.565,120.9,0.093,3.71,0.327,2.38468,0.04966,161,3
2238,74.63166667,120.9,0.093,3.71,0.327,2.384,68,1.61,3
2239,74.665,120.9,0.0934,3.71,0.327,2.384681,0.0496,1.61,3
2240,74.69833333,120.9,0.093,3.71,397,38468,0.04966,161,3
2242,74.765,209,0.093,3.69,0.397,2.38468,0.04966,161,3
2243,74.79833333,120.9,0.093,3.69,0.325,38468.1,0.04966,161,3
2244,74.83166667,120.9,0.093,3.69,395,2.38468,0.04966,161,903
2245,74.865,120.9,0.0934,3.69,0.305,2.38468,0.04966,161,3
2246,74.89833333,120.9,0.093,3.69,395,2.38468,0.04966,1.61,9.03
2247,74.93166667,120.5,0.009,3.69,0.325,2.38468,0.04966,161,0.03
2249,74.99833333,7120.9,0.093,3.69,0.325,2.38468,0.04966,1.61,3
2250,75.03166667,120.9,0.093,3.69,0.325,2.38468,0.04966,1.61,0.03
2251,75.065,120.9,0.093,3.69,0.395,0.04966,1.61,3,254205
2252,75.09833333,120.9,0.093,3.69,0.325,2.38468,0.04966,161,0.03
2253,75.13166667,120.9,0.0934,3.69,0.395,7.38468,0.0496,161,993
2254,75.165,120.9,0.093,3.69,395,2.38468,0.04966,161,3
2255,75.19833333,120.9,0.099,3.69,0.325,2.38468,0.04966,1.61,0.03
2256,75.23166667,209,0.0934,3.69,0.395,2.384,68.4,0.04966,161
2257,75.265,120.9,0.0934,3.68,0.395,38468.9,0.04966,161,3
2258,75.29833333,121,0.0934,3.68,0.396,2.38468,0.04966,1.61,3
2259,75.33166667,121,0.093,3.68,0.396,2.38468,0.04966,161,3
2261,75.39833333,121,5,3.68,0.326,2.384684,0.04966,1.61,3
2262,75.43166667,121,0.0934,3.68,0.396,7.3846,0.04966,1.61,0.03
2263,75.465,121,0.093,3.68,0.326,38468.4,0.04966,1.61,3
2264,75.49833333,121,0.093,3.68,0.396,7.384664,0.04966,161,0.03
2265,75.53166667,121,0.093,3.68,0.326,238468,0.04966,1.61,0.03
2266,75.565,121,0.093,3.68,0.326,2.38468,0.04966,1.61,903
2267,75.59833333,121,0.093,3.68,0.326,38468,0.0496,161,0.03
2268,75.63166667,121,0.093,3.68,0.326,2.38468,0.04966,161,903
2271,75.73166667,121,0.0934,3.68,0.326,2.38468,0.04966,161,3
2272,75.765,121,0.093,3.68,0.326,2.38468,0.04966,161,8
2273,75.79833333,121,0.093,3.68,0.325,2.38468,0.04966,161,3
2274,75.83166667,121,0.093,3.68,0.325,2.384684,0.04966,161,3
2275,75.865,127,0.099,3.68,0.325,2.38468,0.04966,161,3
2276,75.89833333,121,0.0034,3.68,0.305,2.38468,0.04966,161,3
2277,75.93166667,121,0.0934,3.68,0.325,2.384681,0.04966,161,3
2278,75.965,21,0.0934,3.68,0.305,2.384681,0.04966,1.61,0.03
2279,75.99833333,121,0.093,3.68,0.325,2.38468,0.0496,1.61,0.03
2280,76.03166667,21,0.0934,3.68,0.395,2.38468,0.04966,1.61,3
2281,76.065,121,0.0934,3.68,0.305,2.38468,0.04966,161,3
2282,76.09833333,121,0.093,3.68,0.325,2.38468,0.04966,161,3
2283,76.13166667,121,0.0934,3.68,0.395,90,2.384681,0.04966,1.61
2284,76.165,121,0.0934,3.68,0.395,2.384684,0.04966,161,3
2285,76.19833333,121,0.0934,3.68,0.325,60,2.38468,0.04966,161
2286,76.23166667,121,0.093,3.68,0.305,2.384681,0.04966,161,3
2287,76.265,120.9,0.099,3.68,0.325,38468.4,0.04966,161,3
2288,76.29833333,120.9,0.093,3.68,0.326,2.38468,0.04966,161,0.03
2289,76.33166667,120.9,0.0934,3.68,0.396,2.38468,0.04966,161,3
2290,76.365,120.9,0.093,3.68,0.326,2.384681,0.04966,1.61,0.03
2291,76.39833333,120.9,0.093,3.68,0.326,2.38468,0.04966,161,3
2292,76.43166667,120.9,0.0934,3.68,0.326,2.38468,0.04966,161,3
2293,76.465,120.9,0.0934,3.68,0.326,2.38468,0.0496,1.61,0.03
2294,76.49833333,120.9,0.093,3.68,0.326,2.38468,0.04966,161,3
2296,76.565,120.9,0.0934,3.68,0.326,0.04966,1.61,0.03,25205
2297,76.59833333,120.9,0.093,3.68,0.396,2.3846815,0.04966,161,3
2298,76.63166667,120.9,0.0994,3.68,0.326,2.384685,0.0496,161,3
2299,76.665,209,0.0934,3.68,0.326,0.04966,1.61,0.03,254
2300,76.69833333,120.9,0.0094,3.68,0.396,2.38468,49,1.61,0.03
2301,76.73166667,120.9,0.093,3.68,0.326,0.04966,1.61,0.03,25
2302,76.765,120.9,0.093,3.68,0.396,2.384684,0.04966,1.61,0.03
2303,76.79833333,120.9,0.0934,3.69,0.326,0.04966,161,3,254
2304,76.83166667,120.9,0.093,3.69,0.396,2.38468,0.04966,161,3
2305,76.865,120.8,0.0034,3.69,0.396,2.38468,0.04966,1.61,0.03
2306,76.89833333,120.9,0.093,3.69,0.396,2.38468,0.04966,1.61,0.03
2307,76.93166667,120.9,0.0934,3.69,0.326,38468.9,0.04966,161,0.03
2309,76.99833333,120.9,0.093,3.69,0.326,2.384681,0.04966,161,3
2310,77.03166667,120.9,0.0934,3.69,0.326,2.38468,15,0.04966,161
2311,77.065,120.9,0.093,3.69,0.396,38468.15,0.04966,161,3
2312,77.09833333,120.9,0.0934,3.69,0.326,7.36468,0.04966,1.61,0.03
2313,77.13166667,20.9,0.083,3.69,0.326,2.384684,0.04966,1.61,0.03
2314,77.165,1209,0.093,3.69,0.306,2.38468,0.0496,1.61,0.03
2315,77.19833333,120.9,0.0934,3.69,0.396,38468.4,0.04966,161,903
2316,77.23166667,120.9,0.093,3.69,0.326,2.38468,0.04966,1.61,0.03
2317,77.265,1209,0.0934,3.69,0.396,2.38468,0.04966,161,3
2318,77.29833333,120.9,0.098,3.73,0.326,0.04966,1.61,0.03,25205
2319,77.33166667,120.9,0.094,3.73,0.325,2.38468,0.04966,1.61,993
2320,77.365,120.9,0.094,3.73,0.325,2.384684,0.04966,161,903
2321,77.39833333,20.9,0.0844,3.73,0.325,2.38468,0.04966,1.61,0.03
2322,77.43166667,120.9,0.094,3.73,0.325,2.38468,0.04966,161,3
2323,77.465,120.9,0.094,3.73,0.325,2.38468,0.04966,161,0.03
2324,77.49833333,12050,0,3.73,0.325,2.38468,0.04966,1.61,0.03
2325,77.53166667,120.9,0.0944,3.73,0.325,2.384684,0.04966,161,3
2326,77.565,120.9,0.094,3.73,10.325,2.38468,0.04966,161,3
2327,77.59833333,20.9,0.0944,3.73,0.325,2.384684,0.04966,161,3
2328,77.63166667,120.9,0.094,3.73,325,2.38468,0.04966,1.61,0.03
2329,77.665,120.9,0.094,3.73,0.325,2.38468,0.04966,161,3
2330,77.69833333,120.9,0.094,3.73,0.325,0.04966,161,0.03,25420
2331,77.73166667,120.9,0.0944,3.73,0.325,2.384681,0.04966,161,3
2332,77.765,120.9,0.094,3.73,0.325,0.04966,1.61,0.03,254.2
2334,77.83166667,121,0.0934,3.68,0.325,38468.4,0.04966,161,3
2335,77.865,121,0.093,3.68,0.395,7.38468,0.0496,1.61,0.03
2336,77.89833333,121,0.0934,3.68,0.325,7.38468,0.04966,1.61,3
2337,77.93166667,121,0.093,3.68,395,2.38468,0.04966,1.61,0.03
2338,77.965,121,0.0934,3.68,0.395,2.38468,0.04966,161,3
2339,77.99833333,121,0.093,3.68,0.325,2.38468,0.04966,1.61,903
2340,78.03166667,21,0.0934,3.68,325,1.61,0.03,2511,205
2341,78.065,121,0.0934,3.68,0.395,38468.1,0.04966,1.61,3
2342,78.09833333,121,0.093,3.68,0.395,2.38468,0.04966,161,0.03
2343,78.13166667,121,0.093,3.68,0.395,2.38468,0.0496,1.61,3
2344,78.165,121,0.0934,3.68,0.325,2.38468,0.04966,1.61,0.03
2346,78.23166667,21,0.099,3.68,0.395,0.04966,1.61,254205,34.2
2347,78.265,121,0.0934,3.68,0.325,2.384681,0.0496,1.61,0.03
2348,78.29833333,121,0.093,3.68,0.395,2.38468,0.04966,161,3
2349,78.33166667,121,0.093,3.68,0.395,38468.4,0.04966,161,0.03
2350,78.365,121,0.0934,3.68,0.325,2.38468,0.04966,161,3
2351,78.39833333,121,0.093,3.68,0.325,2.384684,0.04966,1.61,0.03
2352,78.43166667,121,0.093,3.68,0.395,2.384684,0.04966,1.61,0.03
2353,78.46666667,121,0.093,3.68,0.325,2.38468,0.04966,161,3
2354,78.5,121,0.093,3.68,0.325,2.38468,0.04966,161,3
2355,78.53333333,121,0.0934,3.68,0.395,2.38468,0.04966,161,3
2356,78.56666667,210,83,3.68,395,2.38468,0.04966,161,0.03
2358,78.63333333,121,0.0034,3.68,0.325,2.384684,0.04966,1.61,0.03
2359,78.66666667,121,0.093,3.68,0.395,2.38468,0.04966,1.61,3
2360,78.7,121,0.083,3.68,0.325,2.38468,0.04966,1.61,0.03
2361,78.73333333,121,0.093,3.68,0.325,2.38468,0.04966,1.61,903
2362,78.76666667,121,0.0934,3.68,0.325,38468,0.04966,161,3
2363,78.8,120.9,0.0934,3.68,0.325,2.38468,0.04966,161,0.03
2364,78.83333333,120.9,0.0094,3.68,0.325,60,23846800,1.61,3
2365,78.86666667,120.9,0.093,3.68,0.325,2.384684,0.04966,161,903
2366,78.9,5120.9,0.0934,3.68,395,7.38468,0.0496,161,3
2367,78.93333333,120.9,0.0934,3.68,0.325,2.38468,0.04966,161,903
2368,78.96666667,120.9,0.093,3.68,0.325,2.384681,0.0496,161,0.03
2369,79,12090,0,3.68,0.395,2.384684,0.04966,1.61,0.03
2370,79.03333333,120.9,0.0934,3.68,0.395,2.384684,0.04966,1.61,0.03
2371,79.06666667,120.9,0.008,3.68,0.325,2.384684,0.04966,1.61,0.03
2372,79.1,120.9,50,3.68,0.325,2.38468,0.04966,161,3
2373,79.13333333,120.9,0.0934,3.68,0.325,2.38468,0.04966,1.61,0.03
2374,79.16666667,120.9,0.093,3.68,0.325,2.38468,0.04966,161,3
2375,79.2,120.9,0.093,3.68,0.325,2.38468,0.04966,161,3
2376,79.23333333,120.9,0.093,3.68,0.325,38468.1,0.04966,161,3
2378,79.3,120.9,0.093,3.68,0.395,2.38468,0.04966,161,3
2379,79.33333333,120.9,0.093,3.68,0.325,2.384684,0.04966,1.61,903
2380,79.36666667,120.9,0.093,3.68,0.325,238468,0.04966,161,0.03
2381,79.4,120.9,0.0934,3.68,0.325,2.38468,0.0496,161,93
2382,79.43333333,120.9,0.093,3.68,0.325,2.38468,0.04966,1.61,0.03
2383,79.46666667,120.9,0.093,3.68,0.325,2.384684,0.04966,161,3
2384,79.5,120.9,0.0934,3.68,0.325,2.38468,0.04966,1.61,0.03
2385,79.53333333,120.9,0.093,3.68,0.325,2.384684,0.04966,161,3
2386,79.56666667,120.9,0.0934,3.68,0.325,2.38468,0.04966,161,3
2387,79.6,120.9,0.093,3.68,0.325,2.38468,0.04966,161,3
2388,79.63333333,120.9,0.093,3.68,0.395,2.38468,0.04966,161,3
2389,79.66666667,120.9,0.0934,3.68,0.395,161,903,25205,32048
2390,79.7,120.9,0.09341,3.68,0.305,38468.1,0.04966,161,3
2392,79.76666667,120.9,0.093,3.68,0.325,2.38468,0.04966,254,205
2393,79.8,120.9,0.093,3.68,0.395,2.38468,0.04966,161,3
2394,79.83333333,121,0.098,3.69,0.395,2.38468,0.04966,161,3
2395,79.86666667,121,0.094,3.69,0.304,738468,0.04966,1.61,0.03
2397,79.93333333,121,0.094,3.69,0.304,738468,0.0496,1.61,0.03
2398,79.96666667,121,0.094,3.69,0.324,2.38468,0.04966,1.61,0.03
2399,80,121,0.0944,3.69,0.324,2.38468,0.04966,1.61,0.03
2400,80.03333333,121,0.094,3.69,324,2.38468,0.0496,161,3
2401,80.06666667,121,0.094,3.69,0.324,2.38468,0.04966,161,0.03
2402,80.1,121,0.094,3.69,0.324,2.38468,0.04966,161,3
2403,80.13333333,121,0.0944,3.69,0.394,2.384684,0.04966,1.61,3
2404,80.16666667,121,0.094,3.69,0.324,2.38468,0.04966,161,3
2405,80.2,121,0.094,3.69,0.394,2.384684,0.04966,1.61,3
2406,80.23333333,121,0.094,3.69,0.324,38468,0.04966,1.61,0.03
2407,80.26666667,121,0.094,3.69,0.394,2.38468,0.04966,161,3
2408,80.3,210,0.0944,3.69,324,38468.4,0.04966,1.61,3
2409,80.33333333,1209,0.098,3.68,0.324,2.384681,0.04966,1.61,0.03
2410,80.36666667,20.8,0.0934,3.68,0.325,2.384681,0.04966,1.61,3
2412,80.43333333,120.9,0.093,3.68,325,2.38468,0.04966,161,3
2413,80.46666667,120.9,0.093,3.68,0.325,86,2.38468,0.04966,1.61
2414,80.5,120.9,0.0934,3.68,0.325,2.38468,0.04966,1.61,0.03
2415,80.53333333,120.9,0.093,3.68,0.325,2.3846,8.4,1.61,903
2416,80.56666667,1209,0.0934,3.68,0.325,2.38468,0.04966,1.61,0.03
2417,80.6,20.9,0.0934,3.68,0.325,4966.1,161,903,254
2418,80.63333333,120.9,0.093,3.68,0.325,2.38468,0.04966,161,3
2419,80.66666667,120.9,0.093,3.68,0.325,0.04966,161,3,25206
2420,80.7,120.9,0.093,3.68,0.325,2.38468,0.04966,161,0.03
2421,80.73333333,120.9,0.0935,3.68,325,2.38468,0.0496,1.61,0.03
2422,80.76666667,12090,0.093,3.68,0.325,2.384684,0.04966,161,0.03
2423,80.8,120.8,0.093,3.68,0.395,2.38468,0.04966,161,0.03
2425,80.86666667,1209,0.093,3.68,0.325,2.38468,0.04966,161,0.03
2426,80.9,120.9,0.093,3.68,0.305,2.38468,0.04966,161,3
2427,80.93333333,120.9,0.093,3.68,0.325,2.38468,0.04966,161,0.03
2428,80.96666667,1209,0.093,3.68,0.325,2.38468,0.04966,1.61,0.03
2429,81,120.9,0.093,3.68,0.325,2.384684,0.04966,1.61,0.03
2430,81.03333333,120.9,0.093,3.68,325,2.38468,0.04966,161,3
2431,81.06666667,120.9,0.0934,3.68,0.325,2.38468,0.04966,161,3
2432,81.1,120.9,0.0934,3.68,0.395,2.38468,0.04966,161,0.03
2433,81.13333333,120.9,0.093,3.68,0.395,238468,0.04966,1.61,0.03
2434,81.16666667,120.9,0.093,3.68,0.325,2.38468,0.04966,161,9.03
2435,81.2,120.9,0.093,3.68,325,60,2.3846,0.04966,1.61
2436,81.23333333,20.9,0.093,3.68,0.325,2.384684,0.04966,25,206
2437,81.26666667,120.9,0.0984,3.68,0.325,2.38468,0.04966,1.61,0.031
2438,81.3,120.9,0.093,3.68,0.395,2.38468,0.04966,161,903
2439,81.33333333,120.9,0.094,3.68,0.328,2.38468,0.04966,161,0.03
2440,81.36666667,1208,0.0944,3.68,0.323,2.38469,0.04966,161,3
2441,81.4,120,4,3.68,0.393,2.38469,0.04966,161,3
2442,81.43333333,120.5,0.844,3.68,0.323,2.38469,0.04966,1.61,903
2443,81.46666667,120.9,0.084,3.68,0.323,0.04966,1.61,3,25206
2445,81.53333333,120.9,0.094,3.68,0.323,2.38469,0.0496,161,3
2446,81.56666667,120.9,0.094,3.68,0.323,2.38469,0.04966,161,0.03
2447,81.6,120.9,0.094,3.68,0.393,0.04966,161,3,254206
2448,81.63333333,20.9,0.084,3.68,0.393,2.38469,0.04966,1.61,3
2449,81.66666667,120.9,0.0944,3.68,0.323,0.04966,161,3,254206
2450,81.7,120.9,0.0944,3.68,0.323,86,2.38469,0.04966,1.61
2451,81.73333333,120.9,0.094,3.68,0.393,2.384691,0.04966,161,0.03
2452,81.76666667,120.9,0.094,3.68,0.393,2.3846945,0.04966,161,3
2453,81.8,120.9,0.094,3.68,0.309,161,0.03,25206,342049
2454,81.83333333,12050,40,3.68,329,2.384694,0.04966,1.61,0.03
2456,81.9,120.8,0.0044,3.68,0.303,2.384694,0.04966,1.61,0.03
2458,81.96666667,120.9,0.094,3.68,0.399,38469,0.04966,161,0.03
2459,82,120.9,0.0944,3.68,0.303,1.61,0.03,342049,20282710718
2460,82.03333333,120.9,0.094,3.68,0.323,2.384694,0.04966,161,903
2461,82.06666667,120.9,0.094,3.68,0.323,738469,0.0496,1.61,0.03
2462,82.1,120.9,0.094,3.68,0.323,2.384694,0.04966,1.61,3
2463,82.13333333,1209,0.094,3.68,0.393,2.384691,0.04966,1.61,0.03
2464,82.16666667,120.9,0.094,3.68,0.323,2.384691,0.04966,161,3
2465,82.2,120.9,0.094,3.68,0.323,2.38469,0.04966,1.61,0.03
2466,82.23333333,1209,0.0944,3.68,0.323,0.04966,161,0.03,2520
2467,82.26666667,120.9,0.094,3.68,0.323,2.384694,0.04966,161,903
2468,82.3,120.9,0.094,3.68,0.393,2.38469,0.04966,161,0.03
2469,82.33333333,20.9,0.0944,3.68,0.399,2.38469,0.04966,1.61,3
2470,82.36666667,120.9,0.094,3.68,323,0,2.38469,0.04966,1.61
2471,82.4,120.9,0.094,3.68,323,2.384691,0.0496,161,0.03
2472,82.43333333,120.9,0.0944,3.68,0.323,161,0.03,342049,2088710712
2473,82.46833333,120.9,0.0944,3.68,0.323,2.384691,0.04966,1.61,3
2474,82.50166667,120.9,0.094,3.68,0.393,2.384691,0.04966,161,3
2475,82.535,120.9,0.094,3.68,10.323,2.384691,0.0496,1.61,0.03
2476,82.56833333,120.9,0.094,3.68,0.323,2.384691,0.049664,161,3
2477,82.60166667,120.9,0.094,3.68,0.323,2.3846915,0.04966,161,3
2478,82.635,120.9,0.094,3.68,0.393,2.38469,0.04966,161,3
2479,82.66833333,208,0.094,3.68,0.303,2.384694,0.04966,1.61,903
2480,82.70166667,120.9,0.0944,3.68,0.393,2.38469,0.0496,161,3
2481,82.735,120.9,0.094,3.68,0.393,2.384694,0.04966,161,0.03
2482,82.76833333,120.9,0.094,3.68,393,238469,0.04966,161,3
2483,82.80166667,120.9,0.094,3.68,0.303,2.38469,0.04966,161,3
2484,82.835,120.9,0.094,3.68,0.309,2.38469,0.04966,161,0.03
2486,82.90166667,121,0.094,3.69,329,2.384694,0.04966,161,903
2487,82.935,121,0.0944,3.69,0.399,0.04966,1.61,3,254206
2488,82.96833333,121,0.094,3.69,0.309,2.384691,0.04966,1.61,3
2489,83.00166667,121,0.094,3.69,0.399,2.38469,0.04966,254206,32049
2490,83.035,121,0.0944,3.69,0.399,2.384691,0.04966,161,3
2491,83.06833333,121,0.094,3.69,0.322,0.04966,161,0.03,254.2
2492,83.10166667,121,0.0044,3.69,0.359,2.38469,0.04966,1.61,0.03
2493,83.135,121,0.094,3.69,0.329,2.384694,0.04966,161,903
2495,83.20166667,121,0.094,3.69,0.399,0.04966,161,3,254206
2496,83.235,121,0.0944,3.69,0.322,738469,0.04966,1.61,0.03
2497,83.26833333,121,0.0944,3.69,0.399,7.38469,0.0496,254206,342049
2498,83.30166667,121,0.094,3.69,399,2.38469,0.0496,1.61,93
2499,83.335,121,0.0944,3.68,0.399,161,3,25206,34208
2500,83.36833333,121,0.093,3.68,0.309,2.384691,0.04966,1.61,3
2501,83.40166667,121,0.009,3.68,0.395,2.384694,0.04966,1.61,0.03
2502,83.435,121,0.093,3.68,0.325,2.38469,0.04966,161,3
2503,83.46833333,121,0.093,3.68,325,2.38469,0.04966,161,0.03
2504,83.50166667,121,0.098,3.68,0.325,0.04966,161,993,254
2506,83.56833333,127,0.055,3.68,395,7.384694,0.04966,1.61,3
2507,83.60166667,121,0.093,3.68,0.325,2.38469,0.04966,1.61,3
2508,83.635,121,0.093,3.68,0.395,2.384691,0.04966,161,3
2509,83.66833333,121,0.093,3.68,0.325,2.38469,0.04966,161,3
2510,83.70166667,121,0.093,3.68,0.395,2.38469,0.04966,161,0.03
2511,83.735,121,0.093,3.68,0.325,2.38469,0.04966,161,3
2512,83.76833333,21,0.09,3.68,0.395,2.384691,0.04966,161,903
2513,83.80166667,121,0.008,3.68,0.395,2.384694,0.04966,1.61,0.03
2515,83.86833333,121,0.0954,3.68,0.394,2.38469,0.04966,1.61,0.03
2516,83.90166667,121,0.0934,3.68,0.304,2.384694,0.04966,161,3
2517,83.935,121,0.09341,3.68,0.394,2.38469,0.04966,1.61,0.03
2518,83.96833333,121,0.093,3.68,0.394,2.38469,0.04966,161,3
2519,84.00166667,121,834,3.68,0.324,2.384691,0.04966,161,903
2521,84.06833333,21,0.0934,3.68,0.324,0.04966,1.61,0.03,25
2522,84.10166667,121,0.093,3.68,0.324,0.04966,1.61,903,254
2523,84.135,121,0.093,3.68,0.324,738468,0.04966,161,3
2524,84.16833333,121,0.093,3.68,0.394,2.3846,94,0.04966,1.61
2525,84.20166667,121,0.009,3.68,0.324,2.38469,0.04966,1.61,0.03
2526,84.235,121,0.093,3.68,0.394,2.3846,9.1,0.04966,1.61
2527,84.26833333,121,0.0984,3.68,0.324,2.38469,0.04966,1.61,0.03
2528,84.30166667,121,0.093,3.68,0.324,2.38469,0.04966,161,3
2529,84.335,121,0.093,3.68,324,2.38469,0.04966,161,3
2530,84.36833333,121,0.0944,3.68,0.323,2.38469,0.0496,161,3
2531,84.40166667,121,0.084,3.68,0.323,2.38469,0.04966,1.61,903
2532,84.435,21,0.094,3.68,0.323,2.38469,0.04966,16,0.03
2533,84.46833333,121,0.094,3.68,0.329,2.384694,0.049664,161,0.03
2534,84.50166667,121,0.0944,3.68,0.323,2.38469,0.04966,1.61,0.03
