Frame,Timestamp (s),Voltage (V),Current (A),Power (W),Power Factor (%),Total (kWh),Oneshot (kWh),Total ($),Oneshot ($)
2535,84.535,121,0.094,3.68,0.395,2.38469,0.04966,1.61,903
2536,84.56833333,121,0.094,3.68,0.323,38469.1,0.04966,1.61,0.03
2537,84.60166667,121,0.094,3.68,0.323,2.384691,0.04966,1.61,3
2538,84.635,121,0.094,3.68,0.503,2.384691,0.04966,1.61,0.03
2540,84.70166667,121,0.0944,3.68,0.323,2.384694,0.04966,161,3
2541,84.735,121,0.094,3.68,0.323,2.3846911,0.04966,1.61,3
2542,84.76833333,121,0.0944,3.68,0.303,2.3846,91,161,3
2543,84.80166667,121,0.094,3.68,0.323,2.384694,0.04966,1.61,0.03
2544,84.835,121,0.0944,3.68,0.393,0.04966,161,3,2520
2545,84.86833333,121,0.083,3.69,393,2.38469,0.04966,1.61,3
2546,84.90166667,121,0.093,3.69,0.304,2.384691,0.04966,1.61,0.03
2547,84.935,121,0.0934,3.69,0.304,2.38469,0.04966,161,3
2548,84.96833333,121,0.093,3.69,0.304,2.38469,0.04966,161,0.03
2549,85.00166667,121,0.093,3.69,0.394,2.38469,0.04966,161,3
2550,85.035,121,0.093,3.69,0.394,2.384694,0.04966,161,3
2552,85.10166667,121,0.0934,3.69,304,2.384694,0.04966,161,3
2553,85.135,121,0.0934,3.69,0.304,2.38469,0.04966,1.61,0.03
2554,85.16833333,121,0.0934,3.69,0.394,0.04966,1.61,0.03,254.206
2555,85.20166667,121,0.09341,3.69,0.304,161,3,3420,49
2556,85.235,121,0.0894,3.69,0.354,2.38469,0.04966,61,3
2557,85.26833333,121,0.0934,3.69,0.394,2.38469,0.04966,1.61,0.03
2558,85.30166667,121,0.098,3.69,0.394,2.3846915,0.0496,161,3
2559,85.335,21,0.093,3.69,304,0.04966,1.61,0.03,25206
2560,85.36833333,121,0.094,3.72,0.304,2.38469,0.0496,1.61,0.03
2561,85.40166667,121,0.0944,3.72,304,2.38469,0.04966,161,3
2562,85.435,121,0.094,3.72,0.394,2.38469,0.04966,1.61,0.03
2563,85.46833333,127,0.0944,3.72,0.324,0.04966,1.61,0.03,254
2564,85.50166667,121,0.094,3.72,0.324,2.38469,0.04966,161,3
2565,85.535,121,0.0944,3.72,2.38469,161,0.03,250,206
2566,85.56833333,121,0.094,3.72,0.304,2.384691,0.04966,161,3
2567,85.60166667,121,0.094,3.72,0.394,2.38469,0.04966,161,3
2568,85.635,121,0.094,3.72,394,2.384691,0.0496,161,3
2569,85.66833333,121,0.0944,3.72,0.394,2.3846,9.4,0.04966,1.61
2570,85.70166667,121,0.0944,3.72,0.354,2.38469,0.04966,1.61,0.03
2572,85.76833333,121,0.0964,3.72,0.324,2.384691,0.04966,1.61,3
2573,85.80166667,121,0.094,3.72,0.324,2.3846,94,0.04966,161
2574,85.835,121,0.094,3.72,0.324,161,3,250206,342049
2575,85.86833333,121,0.094,3.68,0.394,2.38469,0.0496,161,3
2577,85.935,121,0.094,3.68,9.399,2.38469,0.0496,1.61,0.03
2578,85.96833333,121,0.094,3.68,0.399,0.04966,1.61,3,25206
2579,86.00166667,121,0.0944,3.68,0.399,2.38469,0.0496,1.61,0.03
2580,86.035,127,0.0944,3.68,0.399,2.384691,0.0496,161,3
2581,86.06833333,121,0.094,3.68,0.305,2.38469,0.04966,161,3
2582,86.10166667,121,0.084,3.68,0.329,38469,0.04966,161,3
2583,86.135,121,0.094,3.68,0.329,0.04966,161,3,25
2584,86.16833333,121,0.0944,3.68,0.399,2.384691,0.0496,1.61,0.03
2586,86.235,121,0.084,3.68,0.399,2.38469,0.04966,161,0.03
2587,86.26833333,121,0.0944,3.68,0.329,2.38469,0.0496,161,3
2588,86.30166667,121,0.094,3.68,0.399,2.384694,0.04966,1.61,0.03
2589,86.335,121,0.0944,3.68,0.399,2.38469,0.04966,161,3
2590,86.36833333,120.9,0.094,3.68,0.399,2.38469,0.04966,161,3
2591,86.40166667,120.9,0.094,3.68,0.393,1.61,0.03,254206,34
2592,86.435,120.9,0.094,3.68,0.323,0.04966,161,3,25
2593,86.47,120.9,0.094,3.68,0.323,2.38469,0.04966,161,3
2594,86.50333333,120.9,0.094,3.68,0.393,2.38469,0.04966,161,9093
2597,86.60333333,120.9,0.0944,3.68,0.393,0.04966,161,3,250
2598,86.63666667,120.9,0.094,3.68,0.393,738469,0.04966,1.61,3
2599,86.67,120.9,0.094,3.68,0.323,2.38469,0.0496,161,3
2600,86.70333333,120.9,0.094,3.68,0.323,38469.1,0.04966,161,0.03
2602,86.77,120.9,0.094,3.68,0.393,2.384691,0.04966,161,0.03
2603,86.80333333,120.9,0.0944,3.68,0.323,2.38469,0.04966,161,3
2605,86.87,1209,0.0944,3.68,0.393,2.38469,0.04966,1611,0.03
2606,86.90333333,120.9,0.084,3.68,0.323,2.38469,0.0496,161,3
2607,86.93666667,120.9,0.094,3.68,0.393,0.04966,1.61,0.03,25206
2608,86.97,120.9,0.084,3.68,0.393,2.38469,0.04966,161,3
2609,87.00333333,120.9,0.0944,3.68,0.393,2.38469,0.04966,161,0.03
2610,87.03666667,12090,0.0844,3.68,0.393,2.384691,0.04966,1.61,3
2611,87.07,120.9,0.0944,3.68,0.393,2.38469,0.04966,161,3
2612,87.10333333,120.9,0.0944,3.68,0.303,2.38469,0.04966,161,0.03
2614,87.17,120.9,0.0944,3.68,0.323,2.38469,0.04966,161,3
2615,87.20333333,120.9,0.0944,3.68,0.393,738469,0.04966,161,0.03
2616,87.23666667,120.9,0.0042,3.68,0.393,2.38469,0.04966,161,903
2618,87.30333333,120.9,0.094,3.68,0.393,2.384691,0.04966,161,3
2619,87.33666667,120.9,0.094,3.68,0.323,254206,342049,827107,18
2620,87.37,120.8,844,3.68,0.393,2.38469,0.0496,1.61,3
2621,87.40333333,20,0.0944,3.69,0.393,2.38469,0.04966,161,3
2622,87.43666667,121,0.0944,3.69,0.393,2.38469,0.04966,1.61,0.03
2623,87.47,121,0.094,3.69,0.393,2.384694,0.04966,161,3
2624,87.50333333,121,0.094,3.69,0.323,2.38469,0.0496,161,3
2626,87.57,121,0.0944,3.69,0.393,2.38469,0.0496,161,3
2627,87.60333333,121,0.0844,3.69,0.393,2.38469,0.04966,1.61,0.03
2628,87.63666667,121,0.0944,3.69,0.393,2.38469,0.04966,1.61,3
2629,87.67,121,0.094,3.69,0.393,2.38469,0.04966,1.61,0.03
2630,87.70333333,2121,0.094,3.69,0.303,2.38469,0.04966,161,93
2631,87.73666667,121,0.094,3.69,0.303,38469.1,0.04966,161,3
2632,87.77,121,0.094,3.69,0.393,2.38469,0.0496,161,93
2633,87.80333333,121,0.0941,3.69,0.395,161,93,2049,3088710713
2634,87.83666667,121,0.0944,3.69,0.395,2.38469,0.04966,1.61,993
2635,87.87,121,0.094,3.68,0.393,66,2.38469,0.04966,161
2636,87.90333333,121,0.084,3.68,0.393,238470,0.0496,1.61,0.03
2638,87.97,121,0.0944,3.68,0.323,2.3847,0.04967,161,3
2639,88.00333333,121,0.0944,3.68,0.393,2.3847,0.0496,7.4,161
2640,88.03666667,121,0.094,3.68,0.393,2.3847,0.049671,161,903
2641,88.07,121,0.0844,3.68,0.395,38470.1,0.04967,161,93
2642,88.10333333,21,0.084,3.68,393,2.3847,0.04967,161,3
2643,88.13666667,121,0.0944,3.68,0.303,1.61,0.03,25206,32049
2644,88.17,121,0.0944,3.68,0.393,2.3847,1,161,3
2645,88.20333333,121,0.094,3.68,0.323,2.384701,0.04967,1.61,0.03
2646,88.23666667,121,0.094,3.68,0.393,2.3847,0.04967,161,903
2647,88.27,9121,0.094,3.68,0.393,0.049671,161,903,25206
2648,88.30333333,121,0.0944,3.68,0.393,0.04967,1.61,0.03,25206
2649,88.33666667,1210,4,3.68,0.323,86,2.3847,0.04967,1.61
2650,88.37,121,0.094,3.68,0.323,2.3847,0.04967,161,3
2651,88.40333333,120.9,0.0944,3.73,0.323,2.3847,0.04967,41,1.61
2652,88.43666667,120.9,0.095,3.73,0.324,2.3847,4,0.04967,1.61
2653,88.47,120.9,0.095,3.73,0.394,2.3847,0.04967,1.61,0.03
2654,88.50333333,120.9,0.095,3.73,0.394,0.049671,161,3,25206
2655,88.53666667,209,0.095,3.73,394,2.384701,0.04967,1.61,0.03
2656,88.57,120.9,0.095,3.73,0.324,2.3847,0.04967,250,206
2657,88.60333333,120.9,0.0954,3.73,0.394,2.3847,1,161,3
2658,88.63666667,120.9,0.0954,3.73,0.324,38470.1,0.0496,1.61,3
2659,88.67,120.9,0.0954,3.73,394,0.04967,161,3,25206
2660,88.70333333,120.9,0.095,3.73,0.394,2.3847,0.04967,161,3
2661,88.73666667,120.9,0.095,3.73,0.324,2.3847,0.04967,41,161
2663,88.80333333,120.9,0.095,3.73,0.304,0.04967,161,3,254206
2664,88.83666667,120.9,0.0954,3.73,304,38470,0.04967,161,3
2665,88.87,120.9,9.095,3.73,0.304,738470,0.0496,161,3
2666,88.90333333,129,0.095,3.68,394,2.3847,0.04967,161,3
2667,88.93666667,121,0.094,3.68,0.394,2.3847,0.04967,1.61,0.03
2668,88.97,121,0.094,3.68,0.394,2.3847,0.4,0.049671,161
2670,89.03666667,121,0.094,3.68,0.324,2.3847,0.0496,161,3
2672,89.10333333,121,0.094,3.68,0.304,2.3847,0.049671,1.61,3
2673,89.13666667,121,0.0944,3.68,0.394,2.3847,0.04967,1.61,0.03
2674,89.17,121,0.0944,3.68,0.324,2.3847,0.04967,1.61,0.03
2675,89.20333333,121,0.094,3.68,0.394,2.384701,0.04967,161,3
2676,89.23666667,121,0.094,3.68,0.394,2.3847,0.04967,161,0.03
2677,89.27,121,0.0944,3.68,0.324,238470,0.04967,161,3
2679,89.33666667,121,0.094,3.68,0.324,2.3847,0.04967,161,3
2680,89.37,121,0.094,3.68,0.324,2.3847,0.0496,1.61,0.03
2682,89.43666667,121,0.093,3.68,0.325,2.384704,0.04967,1.61,0.03
2683,89.47,121,0.093,3.68,0.325,2.384704,0.04967,161,0.03
2684,89.50333333,121,0.093,3.68,0.325,2384700,0.04967,161,3
2685,89.53666667,121,0.093,3.68,0.395,2.384704,0.04967,1.61,0.03
2687,89.60333333,121,0.0934,3.68,395,0.04967,41,1.61,903
2688,89.63666667,121,0.0934,3.68,0.395,2.384704,0.04967,161,3
2689,89.67,121,0.0934,3.68,395,2.3847,0.04967,161,3
2690,89.70333333,121,0.0934,3.68,0.325,2.3847,0.04967,161,3
2692,89.77,121,0.0934,3.68,0.325,2.384704,0.04967,1.61,0.03
2694,89.83666667,121,0.093,3.68,0.395,2.3847,4,25,206
2695,89.87,121,0.093,3.68,395,2.3847,0.04967,161,3
2696,89.90333333,120.8,0.0934,3.69,0.395,38470.5,0.0496,161,3
2697,89.93666667,120.9,0.094,3.69,0.304,0.04967,1.61,903,254
2698,89.97,120.9,0.0944,3.69,0.394,2384700,0.04967,1.61,3
2699,90.00333333,120.9,0.094,3.69,0.394,2.3847,0.04967,161,903
2700,90.03666667,1209,0.0844,3.69,0.394,2.3847,0.04967,1.61,0.093
2701,90.07,120.9,0.094,3.69,0.324,2.384704,0.04967,161,3
2702,90.10333333,120.9,0.094,3.69,0.324,2.3847,0.04967,1.61,0.03
2703,90.13666667,120.9,0.094,3.69,0.304,2384700,0.04967,161,3
2704,90.17,120.9,0.094,3.69,394,2.3847,0.04967,161,3
2705,90.20333333,120.9,0.094,3.69,0.394,238470,0.04967,161,0.03
2706,90.23666667,120.9,0.084,3.69,0.304,0.04967,1.61,903,254
2707,90.27,120.9,0.094,3.69,0.304,2.3847,0.0496,1.61,0.03
2708,90.30333333,120.9,0.0944,3.69,0.304,2.3847,0.04967,1.61,3
2709,90.33666667,120.9,0.094,3.69,0.324,2.3847,0.04967,161,3
2710,90.37,120.9,0.094,3.69,0.324,2.3847,0,0.04967,1.61
2711,90.40333333,120.9,0.094,3.68,0.394,2.384704,0.04967,161,3
2712,90.43666667,121,0.0944,3.68,304,60,2.3847,1.61,903
2713,90.47166667,121,0.094,3.68,0.394,2.3847,0.04967,1.61,3
2714,90.505,121,0.094,3.68,0.304,38470,0.04967,1.61,0.03
2715,90.53833333,121,0.0944,3.68,0.324,2.3847,0.0496,161,903
2718,90.63833333,121,0.0944,3.68,0.394,0.049671,161,903,25206
2719,90.67166667,121,0.0944,3.68,324,2.384704,0.0496,1.61,0.03
2720,90.705,21,0.084,3.68,394,2.3847,0.04967,161,3
2721,90.73833333,121,0.0044,3.68,0.394,238470,0.0496,1.61,3
2722,90.77166667,121,0.0944,3.68,0.324,2.3847,0.04967,161,3
2723,90.805,121,0.0944,3.68,0.304,2.3847,0.04967,161,3
2724,90.83833333,121,0.0944,3.68,0.394,600,2.3847,0.04967,1.61
2725,90.87166667,121,0.094,3.68,0.324,2.3847,0.04967,41,1.61
2727,90.93833333,121,0.0944,3.73,0.395,0.049671,161,903,25206
2728,90.97166667,121,0.0941,3.73,0.395,2.384701,0.04967,161,3
2729,91.005,121,0.0944,3.73,395,2.3847,0.0496,161,993
2730,91.03833333,121,0.094,3.73,0.395,2.3847,0.04967,161,93
2731,91.07166667,121,0.004,3.73,0.395,2.3847,0.0496,161,3
2732,91.105,21,0.094,3.73,0.325,2.3847,401,0.04967,161
2733,91.13833333,121,0.0944,3.73,325,2.3847,0.04967,161,3
2734,91.17166667,121,0.0944,3.73,0.395,2.3847,0.0496,161,3
2735,91.205,121,0.09441,3.73,0.395,161,31,25,20
2736,91.23833333,121,0.094,3.73,0.306,2.3847,0.0496,161,993
2737,91.27166667,121,84,3.73,0.395,2.3847,0.04967,161,93
2738,91.305,121,0.094,3.73,0.325,86,2.3847,0.04967,61
2739,91.33833333,121,0.0944,3.73,0.395,2.3847,0.04967,1.61,93
2740,91.37166667,121,0.094,3.73,0.325,238470,0.0496,161,3
2744,91.505,120.9,0.0944,3.69,0.393,0.04967,161,993,25206
2745,91.53833333,120.9,0.0944,3.69,0.393,2.3847,0.04967,1.61,993
2746,91.57166667,120.9,0.0944,3.69,0.393,2.3847,10,254,206
2747,91.605,120.9,0.0944,3.69,0.393,2.3847,0.0496,161,3
2748,91.63833333,120.9,0.0944,3.69,0.393,2.3847,0.04967,161,8
2749,91.67166667,120.9,0.0944,3.69,0.323,0.04967,161,903,25206
2750,91.705,120.9,0.0944,3.69,0.353,2.3847,0.04967,161,93
2751,91.73833333,120.9,0.094,3.69,0.393,2.384704,0.04967,161,93
2752,91.77166667,120.9,0.094,3.69,0.303,2.3847,0.04967,161,3
2753,91.805,120.9,0.084,3.69,0.303,238470,0.04967,161,3
2754,91.83833333,120.9,0.094,3.69,0.323,0.04967,161,3,254
2755,91.87166667,120.9,0.0944,3.69,0.393,2384700,0.0496,161,3
2756,91.905,120.9,0.0944,3.69,0.393,2.3847,0.04967,161,3
2757,91.93833333,120.9,0.093,3.69,0.394,2.3847,0.04967,161,3
2758,91.97166667,9,0.093,3.69,394,2.3847,0.04967,161,903
2759,92.005,20.9,0.0934,3.69,324,2.3847,0.04967,1.61,9031
2762,92.105,120.9,0.093,3.69,0.304,2.384704,0.04967,161,3
2763,92.13833333,120.9,0.093,3.69,0.394,2.3847,0.04967,161,903
2764,92.17166667,120.9,0.093,3.69,304,2.3847,0.04967,161,3
2765,92.205,120.9,0.0934,3.69,324,2.3847,0.0496,1.61,3
2766,92.23833333,120.9,0.093,3.69,304,2.3847,0.04967,161,0.03
2767,92.27166667,120.9,0.0034,3.69,0.354,2.384704,0.0496,161,3
2768,92.305,120.9,0.0884,3.69,0.304,2.3847,0.04967,161,903
2771,92.405,120.9,0.0934,3.69,324,2.3847,0.0496,1.61,0.03
2772,92.43833333,121,0.0944,3.69,0.324,2.384704,0.04967,161,3
2773,92.47166667,121,0.094,3.69,0.323,0.04967,161,0.03,250206
2774,92.505,121,0.094,3.69,0.323,2.3847,0.0496,161,3
2775,92.53833333,121,0.0944,3.69,393,0.04967,161,3,25206
2776,92.57166667,121,0.094,3.69,303,2.3847,0.0496,1.61,903
2777,92.605,121,0.094,3.69,0.993,2.3847,0.04967,1.61,3
2778,92.63833333,121,0.0944,3.69,323,2.3847,0.0496,161,0.03
2780,92.705,121,0.09441,3.69,0.393,2.384701,0.04967,1.61,0.03
2781,92.73833333,121,0.094,3.69,0.323,38470.1,0.0496,161,0.03
2782,92.77166667,121,0.094,3.69,0.393,161,3,25206,32049
2783,92.805,121,0.094,3.69,0.393,2.3847,0.0496,1.61,0.03
2784,92.83833333,121,0.094,3.69,0.323,2.384704,0.04967,1.61,903
2785,92.87166667,121,0.0944,3.69,0.393,2.3847,0.04967,1.61,3
2786,92.905,121,0.0944,3.69,0.323,2.3847,0.04967,44,161
2787,92.93833333,121,0.0944,3.68,0.395,0.04967,1.61,0.93,25206
2788,92.97166667,121,0.094,3.68,0.303,2.3847,0.04967,1.61,0.03
2789,93.005,121,0.0944,3.68,393,2.3847,0.04967,161,3
2790,93.03833333,121,0.0844,3.68,323,2.3847,0.04967,161,3
2791,93.07166667,121,0.094,3.68,0.303,2.3847049,0.0496,161,3
2793,93.13833333,121,0.004,3.68,0.303,2384700,0.0496,74,161
2794,93.17166667,121,0.0944,3.68,0.393,0.04967,161,0.03,250
2795,93.205,121,0.0944,3.68,0.393,0.04967,1.61,0.93,254
2796,93.23833333,121,0.094,3.68,305,161,3,250,206
2798,93.305,121,0.094,3.68,0.303,66,2.3847,161,3
2799,93.33833333,121,0.094,3.68,0.393,0.04967,161,3,250
2800,93.37166667,121,0.0944,3.68,0.393,2.3847,0.0496,161,3
2801,93.405,121,0.094,3.68,0.393,2.3847,0.04967,161,93
2802,93.43833333,120.8,0.0944,3.68,303,2.3847,0.04967,161,3
2803,93.47166667,120.9,0.094,3.68,0.393,0.049671,1.61,3,250
2805,93.53833333,120.9,844,3.68,393,2.3847,0.0496,161,3
2806,93.57166667,120.9,0.094,3.68,0.323,2.3847,4,0.04967,161
2807,93.605,120.9,0.094,3.68,393,2.3847,0.04967,161,3
2808,93.63833333,209,0.094,3.68,0.323,2.3847,0.04967,161,903
2809,93.67166667,7120.9,0.0844,3.68,303,2.3847049,0.04967,1.61,93
2810,93.705,120.9,0.094,3.68,0.393,2.3847,0.4,161,3
2811,93.73833333,120.9,0.094,3.68,0.393,2.3847,0.04967,161,3
2812,93.77166667,120.9,0.0944,3.68,0.395,2.3847,0,0.04967,1.61
2813,93.805,20.9,0.094,3.68,0.323,0.04967,161,93,25206
2814,93.83833333,120.9,0.0944,3.68,0.393,2.3847,0.04967,1.61,0.03
2815,93.87166667,120.97,0.094,3.68,0.303,2.3847,0.04967,161,3
2818,93.97166667,120.8,0.09541,3.72,0.393,2.3847,0.04967,161,3
2819,94.005,120.8,0.095,3.72,0.394,2.3847,0.04967,1.61,3
2820,94.03833333,120.8,0.095,3.72,0.324,660,2.3847,0.04967,161
2822,94.105,120.8,0.095,3.72,0.394,2.384704,0.04967,161,903
2823,94.13833333,12080,9541,3.72,0.304,2.3847,0.04967,1.61,0.03
2824,94.17166667,120.8,0.095,3.72,0.324,2.3847,0.0496,74,161
2825,94.205,120.8,0.0954,3.72,0.394,0.04967,161,3,25206
2826,94.23833333,120.8,0.0954,3.72,0.394,2.3847,0.049671,1.61,0.03
2827,94.27166667,120.8,0.0954,3.72,0.304,161,903,25206,32049
2828,94.305,208,0.0954,3.72,0.354,0.04967,1.61,0.03,25420
2829,94.33833333,208,0.095,3.72,0.304,0.049671,161,3,25
2830,94.37166667,120.8,0.095,3.72,0.394,2.3847,0.04967,161,3
2831,94.405,120.8,0.0954,3.72,0.324,2.3847,0.04967,161,93
2832,94.43833333,120.8,0.095,3.69,0.324,0.04967,161,0.03,250
2833,94.47166667,120.9,0.094,3.69,0.304,2.3847,0.0496,161,3
2834,94.505,120.9,0.094,3.69,0.304,0.04967,161,3,25206
2835,94.54,120.9,0.0944,3.69,304,2.3847,0.04967,1.61,3
2836,94.57333333,120.9,0.094,3.69,0.304,2.3847,0.0496,161,3
2837,94.60666667,120,0.0944,3.69,10.324,2.384701,0.04967,1.61,0.03
2838,94.64,120.9,0.094,3.69,394,7.3847,0.04967,161,3
2840,94.70666667,120.9,0.0944,3.69,0.394,2.384701,0.04967,1.61,0.03
2841,94.74,120.9,0.094,3.69,0.394,1.61,3,254,206
2842,94.77333333,120.9,0.094,3.69,0.324,2.3847,0.0496,7.4,1.61
2843,94.80666667,120.9,0.094,3.69,0.324,2.3847,0.0496,1.61,3
2844,94.84,120.9,0.0944,3.69,394,0.04967,161,3,254
2845,94.87333333,120.9,0.0844,3.69,0.304,0.04967,251206,34208,49
2846,94.90666667,120.9,0.094,3.69,0.394,0.04967,161,903,250
2847,94.94,120.9,0.094,3.68,0.304,2.384704,0.04967,1.61,0.03
2848,94.97333333,21,0.083,3.68,0.394,2.3847,0.04967,161,3
2849,95.00666667,121,0.0934,3.68,7384700,1.61,31,250,206
2850,95.04,121,0.0934,3.68,0.305,2.384704,0.04968,161,0.03
2851,95.07333333,121,0.099,3.68,0.395,2.3847,0.049684,1.61,903
2852,95.10666667,121,0.0934,3.68,0.395,2.3847,0.04968,1.61,3
2853,95.14,121,0.093,3.68,0.395,2.3847,0.04968,161,903
2854,95.17333333,1,0.0934,3.68,0.325,238470,0.04968,1.61,3
2855,95.20666667,121,0.093,3.68,0.395,2.384704,0.049681,161,3
2856,95.24,121,0.0934,3.68,395,2.3847,0.04968,161,3
2857,95.27333333,121,0.093,3.68,0.325,2.3847,0.04968,161,903
2858,95.30666667,121,0.0934,3.68,0.395,0.04968,161,903,25206
2859,95.34,121,0.098,3.68,0.395,2.3847001,0.049685,1.61,0.03
2860,95.37333333,121,0.093,3.68,0.395,0.04968,1.61,0.03,254
2861,95.40666667,121,0.093,3.68,0.325,2.3847,0.04968,1.61,0.03
2862,95.44,121,0.0934,3.68,0.326,2.384704,0.04968,161,3
2863,95.47333333,121,0.093,3.68,0.326,2.3847,4,0.04968,161
2864,95.50666667,21,0.093,3.68,0.396,2.3847045,0.04968,1.61,0.03
2865,95.54,121,0.099,3.68,0.306,2.3847,0.04968,161,3
2866,95.57333333,121,0.099,3.68,0.396,2.384704,0.04968,161,3
2867,95.60666667,121,0.0934,3.68,0.396,2.3847,0.04968,1.61,0.03
2868,95.64,121,0.093,3.68,0.326,2.3847,0.04968,1.61,903
2869,95.67333333,121,0.0934,3.68,0.326,2.3847,0.04968,1.61,0.03
2870,95.70666667,121,0.0934,3.68,0.396,1.61,3,254,206
2873,95.80666667,121,0.0884,3.68,10.396,2.3847,0.04968,1.61,0.03
2874,95.84,121,0.0994,3.68,0.326,2.3847,0.04968,161,903
2875,95.87333333,121,0.0934,3.68,0.396,2.384704,0.04968,1.61,0.03
2876,95.90666667,121,0.0934,3.68,0.396,2.3847,0.04968,1.61,0.03
2877,95.94,121,0.093,3.68,0.396,2.3847,0.04968,1.61,0.03
2878,95.97333333,120.9,0.0994,3.68,0.396,2.3847,0.04968,1.61,0.03
2879,96.00666667,120.9,0.0994,3.68,0.994,0.049681,1.61,3,25206
2880,96.04,120.9,0.093,3.68,994,2.384704,0.04968,161,3
2881,96.07333333,120.9,0.093,3.68,0.324,2.384704,0.04968,1.61,3
2882,96.10666667,120.9,0.0934,3.68,0.324,2.3847,0.04968,1.61,3
2883,96.14,120.9,0.0934,3.68,0.324,2.3847,0.04968,1.61,3
2884,96.17333333,208,0.083,3.68,0.324,2.3847,0.04968,1.61,0.03
2885,96.20666667,120.9,0.0934,3.68,0.324,2.3847,0.04968,1.61,0.03
2887,96.27333333,120.9,0.0934,3.68,0.304,2.3847,0.04968,161,903
2888,96.30666667,120.9,0.093,3.68,0.394,2.384704,0.04968,161,903
2889,96.34,120.9,0.093,3.68,0.324,0.04968,161,3,25206
2891,96.40666667,8,0.093,3.68,0.394,2.384704,0.049681,161,3
2893,96.47333333,120.9,0.0944,3.69,0.304,2.384704,0.04968,161,3
2894,96.50666667,120.9,0.094,3.69,324,738470,0.04968,161,0.03
2895,96.54,120.9,0.094,3.69,0.324,2.3847,0.0496,161,903
2896,96.57333333,120.9,0.0944,3.69,0.394,1.61,3,25206,342049
2897,96.60666667,120.9,0.094,3.69,394,2.3847,0.04968,161,3
2898,96.64,120.9,0.0944,3.69,0.394,2.3847,0.04968,161,3
2899,96.67333333,120.9,0.094,3.69,0.394,2.3847,0.04968,1.61,0.03
2900,96.70666667,120.9,0.0944,3.69,0.394,2.3847,0.049684,161,3
2901,96.74,120.9,0.094,3.69,0.304,2.3847,0.04968,161,0.03
2902,96.77333333,120.9,0.094,3.69,0.394,238470,0.04968,161,3
2905,96.87333333,120.9,0.084,3.69,0.324,0.04968,1.61,0.03,25206
2906,96.90666667,120.9,0.0944,3.69,0.324,2.3847,0.04968,161,3
2907,96.94,120.9,0.094,3.69,0.304,2.384705,0.04968,161,3
2908,96.97333333,121,0.0944,3.69,0.394,2.3847,0.04968,161,3
2909,97.00666667,121,0.0934,3.69,0.995,2.3847,0.04968,1.61,3
2910,97.04,121,0.093,3.69,395,2.384704,0.04968,161,3
2911,97.07333333,21,0.0934,3.69,395,2.3847,0.04968,1.61,0.03
2912,97.10666667,121,0.093,3.69,0.305,2.3847,0.049681,1.61,3
2913,97.14,121,0.093,3.69,0.395,2.3847,0.04968,1.61,3
2914,97.17333333,121,0.0934,3.69,0.395,38470.9,0.04968,161,0.03
2915,97.20666667,121,0.093,3.69,0.395,2.3847,0.04968,161,31
2916,97.24,21,0.093,3.69,325,2.3847,0.04968,1.61,3
2917,97.27333333,121,0.093,3.69,0.395,2.3847,0.04968,161,3
2918,97.30666667,121,0.093,3.69,0.325,1.61,903,25206,32049
2919,97.34,121,0.093,3.69,0.325,2.384704,0.0496,161,3
2920,97.37333333,127,0.093,3.69,0.325,2.3847,0.04968,161,0.03
2921,97.40666667,70,0,3.69,0.395,86,2.384704,0.04968,161
2922,97.44,121,0.0934,3.69,0.395,0.04968,161,3,25206
2924,97.50666667,121,0.0944,3.68,0.394,2.3847,0.04968,161,903
2925,97.54,121,0.094,3.68,324,2.3847,0.04968,1.61,0.03
2926,97.57333333,121,0.094,3.68,0.324,2.3847,0.04968,161,3
2927,97.60666667,121,0.094,3.68,0.394,2.3847,0.04968,161,0.03
2928,97.64,121,0.094,3.68,0.324,2.3847,0.04968,1.61,0.03
2930,97.70666667,121,0.0944,3.68,0.394,2.3847,0.04968,161,3
2933,97.80666667,121,0.094,3.68,10.324,2.3847,0.04968,161,3
2936,97.90666667,21,0.0944,3.68,324,2.847,0.04968,1.61,0.03
2937,97.94,121,0.094,3.68,0.394,2.384704,0.04968,161,3
2938,97.97333333,121,0.094,3.68,0.304,238470,0.04968,1.61,3
2939,98.00666667,121,0.0944,3.68,0.324,2.3847,0.04968,1.61,0.03
2940,98.04,121,0.094,3.68,0.304,0.04968,1.61,3,254206
2941,98.07333333,121,0.094,3.68,0.394,2.3847,0.04968,161,0.03
2942,98.10666667,121,4,3.68,0.324,2.3847,0.04968,1.61,0.03
2944,98.17333333,121,0.094,3.68,0.394,2.384704,0.04968,161,3
2945,98.20666667,121,0.094,3.68,0.354,2.3847,0.04968,161,3
2946,98.24,121,0.0944,3.68,0.394,2.3847,0.04968,161,3
2948,98.30666667,121,0.0944,3.68,0.324,2.3847,0.049685,1.61,3
2949,98.34,121,0.0944,3.68,0.394,0.04968,1.61,3,25206
2950,98.37333333,121,0.094,3.68,0.324,7384700,0.04968,1.61,0.03
2951,98.40666667,121,0.094,3.68,0.324,2.3847,0.049681,161,3
2952,98.44,121,0.094,3.68,0.394,2.3847,0.04968,161,3
2953,98.47333333,121,0.093,3.69,306,2.3847,0.04968,161,903
2954,98.50666667,121,0.093,3.69,0.395,2.384704,0.04968,161,903
2955,98.54166667,121,0.0934,3.69,0.395,2.3847,0.04968,1.61,0.03
